"","NAME","STRATUM","TOTALSTAFF","CORRSTAFF","CORRSTAFFF","OTHERSTAFF","OTHERSTAFFF","OTHERSTAFFM","TOTPOP","ADPF","ADP","DESIGNWT","FINALWT","year"
"3124","CASCADE COUNTY SHERIFFS OFFICE",12,102,84,18,18,10,8,514,72,476,1,1.1,"2018"
"3125","BOONE COUNTY SHERIFFS DEPARTMENT",10,12,7,5,5,0,5,1,0,2,14.89999962,16.58679203,"2018"
"3126","BUFFALO COUNTY SHERIFFS OFFICE",4,32,30,16,2,1,1,125,24,125,9,9,"2018"
"3127","DOUGLAS COUNTY DEPARTMENT OF CORRECTIONS",1,401,334,91,67,46,21,1436,173,1273,1,1.08870968,"2018"
"3128","POLK COUNTY SHERIFFS OFFICE",10,12,12,6,0,0,0,3,0,3,14.89999962,16.58679203,"2018"
"3129","SARPY COUNTY SHERIFFS OFFICE",8,58,40,9,18,14,4,162,24,141,4.90361452,5.51656634,"2018"
"3130","WASHINGTON COUNTY SHERIFFS OFFICE",10,16,10,8,6,0,6,12,3,14,14.89999962,16.58679203,"2018"
"3131","LAS VEGAS METROPOLITAN POLICE DEPARTMENT",1,1091,802,202,289,250,39,4416,630,3813,1,1.08870968,"2018"
"3132","DOUGLAS COUNTY SHERIFFS OFFICE",9,34,31,5,3,2,1,63,10,55,9,9.77586207,"2018"
"3133","ELKO COUNTY SHERIFFS OFFICE",8,26,24,8,2,1,1,188,39,177,4.90361452,5.51656634,"2018"
"3134","NYE COUNTY SHERIFFS OFFICE",8,29,23,3,6,3,3,186,37,173,4.90361452,5.51656634,"2018"
"3135","WASHOE COUNTY SHERIFFS OFFICE",1,394,248,50,146,79,67,1441,188,1114,1,1.08870968,"2018"
"3136","HENDERSON POLICE DEPARTMENT",7,115,86,14,29,21,8,2119,100,501,1.27884614,1.40128886,"2018"
"3137","CITY OF LAS VEGAS DEPARTMENT OF PUBLIC SAFETY",7,294,206,44,88,61,27,966,125,761,1.27884614,1.40128886,"2018"
"3138","HILLSBOROUGH COUNTY DEPARTMENT OF CORRECTIONS",1,162,124,21,38,17,21,420,76,417,1,1.06363636,"2018"
"3139","ROCKINGHAM COUNTY DEPARTMENT OF CORRECTIONS",2,85,68,9,17,9,8,270,4,189,2.71428561,2.79653669,"2018"
"3140","STRAFFORD COUNTY DEPARTMENT OF CORRECTIONS",7,71,59,15,12,4,8,663,68,380,1.27884614,1.40128886,"2018"
"3141","ATLANTIC COUNTY DEPARTMENT OF PUBLIC SAFETY, DIVISION OF ADULT DETENTION",1,240,225,25,15,10,5,634,94,606,1,1.06363636,"2018"
"3142","BERGEN COUNTY SHERIFFS OFFICE",1,370,304,43,66,44,22,764,57,865,1,1.06363636,"2018"
"3143","CAMDEN COUNTY DEPARTMENT OF CORRECTIONS",1,355,319,69,36,19,17,1259,99,1006,1,1.08870968,"2018"
"3144","CAPE MAY COUNTY SHERIFFS OFFICE",7,96,75,15,21,5,16,204,32,196,1.27884614,1.40128886,"2018"
"3145","CUMBERLAND COUNTY DEPARTMENT OF CORRECTIONS",7,57,28,6,29,19,10,362,34,389,1.27884614,1.40128886,"2018"
"3146","HUDSON COUNTY DEPARTMENT OF CORRECTIONS",1,550,350,100,200,100,100,1246,100,1220,1,1.08870968,"2018"
"3147","MERCER COUNTY CORRECTION CENTER",1,232,208,53,24,13,11,462,38,478,1,1.06363636,"2018"
"3148","MIDDLESEX COUNTY ADULT CORRECTIONS CENTER",1,245,206,25,39,20,19,574,77,670,1,1.06363636,"2018"
"3149","MONMOUTH COUNTY SHERIFFS OFFICE",1,317,276,25,41,19,22,522,76,567,1,1.06363636,"2018"
"3150","MORRIS COUNTY SHERIFFS OFFICE",7,184,144,17,40,29,11,250,27,219,1.27884614,1.40128886,"2018"
"3151","OCEAN COUNTY DEPARTMENT OF CORRECTIONS",7,260,220,60,40,15,25,412,76,436,1.27884614,1.40128886,"2018"
"3152","PASSAIC COUNTY SHERIFFS OFFICE",1,406,382,43,24,21,3,730,47,687,1,1.08870968,"2018"
"3153","SALEM COUNTY SHERIFFS OFFICE",7,201,166,38,35,25,10,283,42,342,1.27884614,1.40128886,"2018"
"3154","UNION COUNTY JAIL",1,319,281,48,38,23,15,408,29,500,1,1.06363636,"2018"
"3155","WARREN COUNTY DEPARTMENT OF CORRECTIONS",8,74,58,12,16,13,3,82,12,80,4.90361452,5.51656634,"2018"
"3156","BERNALILLO COUNTY METROPOLITAN DETENTION CENTER",1,539,407,102,132,76,56,1516,231,1218,1,1.08870968,"2018"
"3157","CHAVES COUNTY DETENTION CENTER",7,90,72,32,18,12,6,280,35,275,1.27884614,1.40128886,"2018"
"3158","CURRY COUNTY DETENTION CENTER",7,86,68,24,18,8,10,218,43,236,1.27884614,1.40128886,"2018"
"3159","DONA ANA COUNTY DETENTION CENTER",1,355,249,35,106,75,31,728,104,696,1,1.06363636,"2018"
"3160","QUAY COUNTY DETENTION CENTER",9,20,14,1,6,2,4,40,8,39,9,9.77586207,"2018"
"3161","RIO ARRIBA COUNTY DETENTION CENTER",8,32,23,10,9,5,4,83,17,96,4.90361452,5.51656634,"2018"
"3162","SANDOVAL COUNTY DETENTION CENTER",7,106,70,19,36,16,20,432,68,410,1.27884614,1.40128886,"2018"
"3163","VALENCIA COUNTY DETENTION CENTER",8,63,48,10,15,7,8,127,38,186,4.90361452,5.51656634,"2018"
"3164","MCKINLEY COUNTY ADULT DETENTION CENTER",12,44,30,9,14,9,5,124,34,156,1,1.1,"2018"
"3165","ALBANY COUNTY SHERIFFS OFFICE",1,343,300,22,43,18,25,734,84,598,1,1.06363636,"2018"
"3166","BROOME COUNTY SHERIFFS OFFICE",1,168,164,24,4,1,3,488,97,483,1,1.06363636,"2018"
"3167","CHAUTAUQUA COUNTY OFFICE OF THE SHERIFF",2,116,96,28,20,15,5,249,36,273,2.71428561,2.79653669,"2018"
"3168","DUTCHESS COUNTY JAIL",7,285,235,35,50,25,25,366,55,367,1.27884614,1.40128886,"2018"
"3169","MONROE COUNTY SHERIFFS OFFICE",1,523,485,98,38,21,17,1094,155,1191,1,1.08870968,"2018"
"3170","MONTGOMERY COUNTY SHERIFFS OFFICE",3,61,54,12,7,4,3,114,20,114,4.69999981,6.26666641,"2018"
"3171","NIAGARA COUNTY SHERIFFS OFFICE",2,190,136,27,54,36,18,367,54,407,2.71428561,2.79653669,"2018"
"3172","ONONDAGA COUNTY DEPARTMENT OF CORRECTION",1,538,426,73,112,29,83,934,141,1020,1,1.08870968,"2018"
"3173","ORANGE COUNTY SHERIFFS OFFICE",1,347,302,53,45,31,14,733,102,712,1,1.06363636,"2018"
"3174","ORLEANS COUNTY SHERIFFS OFFICE",5,42,38,10,4,3,1,54,10,64,7.41666651,8.89999981,"2018"
"3175","TIOGA COUNTY SHERIFFS OFFICE",4,55,38,10,17,5,12,71,14,75,9,9,"2018"
"3176","WESTCHESTER COUNTY DEPARTMENT OF CORRECTION",1,853,808,164,45,20,25,1004,79,1031,1,1.08870968,"2018"
"3177","NEW YORK CITY DEPARTMENT OF CORRECTION",1,11234,10218,4326,1016,273,743,8129,477,8223,1,1.08870968,"2018"
"3178","ALAMANCE COUNTY SHERIFFS OFFICE",2,117,106,28,11,2,9,445,48,440,2.71428561,2.79653669,"2018"
"3179","BUNCOMBE COUNTY SHERIFFS OFFICE",2,198,165,40,33,13,20,536,74,522,2.71428561,2.79653669,"2018"
"3180","CHATHAM COUNTY SHERIFFS OFFICE",5,43,31,13,12,4,8,67,11,64,7.41666651,8.89999981,"2018"
"3181","CHEROKEE COUNTY SHERIFFS OFFICE",8,24,22,8,2,0,2,124,25,131,4.90361452,5.51656634,"2018"
"3182","CRAVEN COUNTY SHERIFFS OFFICE",3,48,41,16,7,3,4,301,55,284,4.69999981,6.26666641,"2018"
"3183","CUMBERLAND COUNTY SHERIFFS OFFICE",1,213,159,74,54,41,13,734,88,761,1,1.06363636,"2018"
"3184","DURHAM COUNTY SHERIFFS OFFICE",2,245,199,74,46,22,24,463,52,497,2.71428561,2.79653669,"2018"
"3185","EDGECOMBE COUNTY DETENTION CENTER",3,52,48,28,4,3,1,198,24,211,4.69999981,6.26666641,"2018"
"3186","FORSYTH COUNTY DETENTION CENTER",1,262,237,99,25,14,11,989,83,767,1,1.06363636,"2018"
"3187","GUILFORD COUNTYSHERIFFS OFFICE",1,299,289,87,10,10,0,915,110,903,1,1.06363636,"2018"
"3188","HENDERSON COUNTY SHERIFFS OFFICE",3,54,41,10,13,6,7,183,33,207,4.69999981,6.26666641,"2018"
"3189","MECKLENBURG COUNTY SHERIFFS OFFICE",1,615,512,200,103,64,39,1560,135,1561,1,1.08870968,"2018"
"3190","NEW HANOVER COUNTY SHERIFFS OFFICE",1,191,176,56,15,8,7,615,5,22,1,1.06363636,"2018"
"3191","RANDOLPH COUNTY JAIL",3,65,54,29,11,3,8,350,64,293,4.69999981,6.26666641,"2018"
"3192","RICHMOND COUNTY SHERIFFS OFFICE",4,25,17,8,8,6,2,101,13,100,9,9,"2018"
"3193","STOKES COUNTY SHERIFFS OFFICE",9,18,17,10,1,1,0,80,18,93,9,9.77586207,"2018"
"3194","WAKE COUNTY SHERIFFS OFFICE",1,520,437,146,83,69,14,1276,144,1214,1,1.08870968,"2018"
"3195","BURKE CATAWBA DISTRICT CONFINEMENT FACILITY",12,36,32,16,4,2,2,224,56,217,1,1.10526316,"2018"
"3196","BERTIE-MARTIN REGIONAL JAIL",12,20,17,8,3,1,2,76,9,85,1,1,"2018"
"3197","ALBEMARLE DISTRICT JAIL",12,62,53,24,9,2,7,223,23,193,1,1.10526316,"2018"
"3198","CASS COUNTY JAIL",7,109,90,27,19,14,5,309,47,279,1.27884614,1.40128886,"2018"
"3199","GRAND FORKS COUNTY CORRECTIONAL CENTER",8,67,60,18,7,5,2,194,39,205,4.90361452,5.51656634,"2018"
"3200","BURLEIGH/MORTON DETENTION CENTER",12,80,62,16,18,12,6,282,52,282,1,1.5,"2018"
"3201","HEART OF AMERICA CORRECTIONAL AND TREATMENT CENTER",12,31,24,8,7,4,3,104,16,107,1,1.10526316,"2018"
"3202","LAKE REGION LAW ENFORCEMENT CENTER",12,19,14,4,5,2,3,75,16,77,1,1,"2018"
"3203","SOUTHWEST MULTI-COUNTY CORRECTION CENTER (SWMCCC)",12,35,25,11,10,7,3,65,8,64,1,1,"2018"
"3204","AUGLAIZE COUNTY SHERIFFS OFFICE",9,34,27,13,7,7,0,73,10,60,9,9.77586207,"2018"
"3205","BUTLER COUNTY SHERIFFS OFFICE",1,180,138,30,42,20,22,986,180,994,1,1.06363636,"2018"
"3206","CLARK COUNTY SHERIFFS OFFICE",8,44,33,8,11,7,4,234,50,228,4.90361452,5.51656634,"2018"
"3207","CLERMONT COUNTY SHERIFFS OFFICE",7,98,90,24,8,1,7,358,82,369,1.27884614,1.40128886,"2018"
"3208","COSHOCTON COUNTY SHERIFFS OFFICE",9,16,12,5,4,3,1,59,11,67,9,9.77586207,"2018"
"3209","CUYAHOGA COUNTY SHERIFFS OFFICE",1,674,587,195,87,71,16,2377,300,2300,1,1.08870968,"2018"
"3210","ERIE COUNTY SHERIFFS OFFICE",8,38,37,12,1,0,1,153,24,123,4.90361452,5.51656634,"2018"
"3211","FRANKLIN COUNTY SHERIFFS OFFICE",1,524,357,68,167,105,62,1991,349,2053,1,1.08870968,"2018"
"3212","FRANKLIN COUNTY COMMUNITY BASED CORRECTIONAL FACILITY",1,54,32,9,22,12,10,163,35,160,1,1.08870968,"2018"
"3213","GEAUGA COUNTY SHERIFFS OFFICE",8,52,32,9,20,15,5,145,29,156,4.90361452,5.51656634,"2018"
"3214","GREENE COUNTY SHERIFFS OFFICE",7,95,76,14,19,12,7,318,83,303,1.27884614,1.40128886,"2018"
"3215","RIVER CITY CORRECTIONAL CENTER",1,101,77,37,24,18,6,197,48,190,1,1.08870968,"2018"
"3216","HAMILTON COUNTY SHERIFFS OFFICE",1,444,351,66,93,41,52,1750,185,1447,1,1.08870968,"2018"
"3217","HOLMES COUNTY SHERIFFS OFFICE",10,24,20,8,4,3,1,37,8,38,14.89999962,16.58679203,"2018"
"3218","LAKE COUNTY SHERIFFS OFFICE",7,95,84,22,11,11,0,328,87,333,1.27884614,1.40128886,"2018"
"3219","LUCAS COUNTY CORRECTIONS CENTER",2,0,0,0,0,0,0,1004,51,428,2.71428561,2.79653669,"2018"
"3220","MAHONING COUNTY SHERIFFS OFFICE",1,119,109,20,10,1,9,518,104,520,1,1.06363636,"2018"
"3221","MIAMI COUNTY SHERIFFS OFFICE",8,52,49,13,3,1,2,218,45,187,4.90361452,5.51656634,"2018"
"3222","MONTGOMERY COUNTY SHERIFFS OFFICE",1,121,105,32,16,2,14,841,158,811,1,1.06363636,"2018"
"3223","PORTAGE COUNTY SHERIFFS OFFICE",7,63,59,20,4,2,2,236,54,234,1.27884614,1.40128886,"2018"
"3224","RICHLAND COUNTY SHERIFFS OFFICE",3,71,66,16,5,2,3,247,56,241,4.69999981,6.26666641,"2018"
"3225","SUMMIT COUNTY SHERIFFS OFFICE",7,111,86,12,25,19,6,773,127,710,1.27884614,1.40128886,"2018"
"3226","TRUMBULL COUNTY SHERIFFS OFFICE",7,76,69,17,7,3,4,330,73,330,1.27884614,1.40128886,"2018"
"3227","WARREN COUNTY SHERIFFS OFFICE",7,68,55,19,13,2,11,300,65,283,1.27884614,1.40128886,"2018"
"3228","GARFIELD HEIGHTS POLICE DEPARTMENT",10,8,7,0,1,0,1,4,1,4,14.89999962,16.58679203,"2018"
"3229","GREENFIELD POLICE DEPARTMENT",1,12,9,0,3,3,0,3,1,3,1,1.33333333,"2018"
"3230","SOUTHEASTERN OHIO REGIONAL JAIL",12,18,8,2,10,5,5,204,40,227,1,1.10526316,"2018"
"3231","MULTI-COUNTY CORRECTIONAL CENTER",12,52,43,15,9,7,2,196,45,194,1,1.10526316,"2018"
"3232","CORRECTION CENTER OF NORTHWEST OHIO",12,160,133,54,27,14,13,812,106,623,1,1,"2018"
"3233","CHEROKEE COUNTY DETENTION CENTER",8,32,25,8,7,4,3,117,27,114,4.90361452,5.51656634,"2018"
"3234","CHOCTAW COUNTY SHERIFF OFFICE",8,7,7,4,0,0,0,48,15,37,4.90361452,5.51656634,"2018"
"3235","COMANCHE COUNTY DETENTION CENTER",2,59,48,12,11,5,6,300,62,322,2.71428561,2.79653669,"2018"
"3236","GRADY COUNTY CRIMINAL JUSTICE AUTHORITY",1,100,94,34,6,4,2,450,90,450,1,1.06363636,"2018"
"3237","JEFFERSON COUNTY SHERIFFS OFFICE",8,5,4,1,1,1,0,26,4,23,4.90361452,5.51656634,"2018"
"3238","LOVE COUNTY SHERIFFS OFFICE",1,20,17,7,3,2,1,36,9,57,1,1.06363636,"2018"
"3239","OKLAHOMA COUNTY SHERIFFS OFFICE",1,408,274,105,134,123,11,1815,270,1890,1,1.08870968,"2018"
"3240","OKMULGEE COUNTY CRIMINAL JUSTICE AUTHORITY",7,32,21,9,11,8,3,275,48,291,1.27884614,1.40128886,"2018"
"3241","PITTSBURG COUNTY SHERIFFS OFFICE",8,27,26,7,1,1,0,102,17,90,4.90361452,5.51656634,"2018"
"3242","POTTAWATOMIE COUNTY PUBLIC SAFETY CENTER",7,57,51,15,6,3,3,402,68,372,1.27884614,1.40128886,"2018"
"3243","PUSHMATAHA COUNTY SHERIFFS OFFICE",10,8,7,4,1,1,0,63,11,63,14.89999962,16.58679203,"2018"
"3244","SEQUOYAH COUNTY SHERIFFS OFFICE",9,21,19,7,2,2,0,160,28,141,9,9.77586207,"2018"
"3245","BENTON COUNTY SHERIFFS OFFICE",10,24,21,3,3,2,1,34,3,34,14.89999962,16.58679203,"2018"
"3246","CLACKAMAS COUNTY SHERIFFS OFFICE",1,143,94,15,49,24,25,474,68,468,1,1.06363636,"2018"
"3247","DOUGLAS COUNTY SHERIFFS OFFICE",7,43,41,10,2,2,0,220,39,217,1.27884614,1.40128886,"2018"
"3248","MULTNOMAH COUNTY SHERIFFS OFFICE",1,476,375,71,101,48,53,1279,140,1088,1,1.08870968,"2018"
"3249","POLK COUNTY SHERIFFS OFFICE",8,37,28,5,9,8,1,146,32,139,4.90361452,5.51656634,"2018"
"3250","WASHINGTON COUNTY SHERIFFS OFFICE",1,201,141,35,60,39,21,564,99,594,1,1.06363636,"2018"
"3251","LEBANON POLICE DEPARTMENT",1,1,1,1,0,0,0,6,2,7,1,1.33333333,"2018"
"3252","NORTHERN OREGON REGIONAL CORRECTIONS FACILITY",12,44,24,4,20,12,8,149,25,146,1,1.10526316,"2018"
"3253","ADAMS COUNTY ADULT CORRECTIONAL COMPLEX",2,144,109,31,35,25,10,329,62,315,2.71428561,2.79653669,"2018"
"3254","ALLEGHENY COUNTY BUREAU OF CORRECTIONS",1,659,490,91,169,44,125,2580,306,2387,1,1.08870968,"2018"
"3255","RENEWAL INC.",1,180,80,35,100,35,65,467,42,428,1,1.08870968,"2018"
"3256","THE PROGRAM FOR OFFENDERS",1,45,22,12,23,16,7,84,36,81,1,1.08870968,"2018"
"3257","ARMSTRONG COUNTY JAIL",8,70,55,12,15,7,8,160,27,148,4.90361452,5.51656634,"2018"
"3258","BERKS COUNTY JAIL SYSTEM",1,287,242,34,45,31,14,1143,127,1053,1,1.08870968,"2018"
"3259","BLAIR COUNTY PRISON",7,84,76,27,8,2,6,315,54,314,1.27884614,1.40128886,"2018"
"3260","BUCKS COUNTY DEPARTMENT OF CORRECTIONS",1,355,292,41,63,37,26,1177,195,1078,1,1.08870968,"2018"
"3261","BUTLER COUNTY PRISON",7,123,118,19,5,2,3,325,58,318,1.27884614,1.40128886,"2018"
"3262","CAMBRIA COUNTY PRISON",2,115,92,16,23,6,17,446,90,490,2.71428561,2.79653669,"2018"
"3263","CARBON COUNTY CORRECTIONAL FACILITY",8,60,46,16,14,6,8,241,50,226,4.90361452,5.51656634,"2018"
"3264","CHESTER COUNTY PRISON",1,300,238,38,62,25,37,867,98,841,1,1.06363636,"2018"
"3265","CLINTON COUNTY CORRECTIONAL FACILITY",7,81,58,11,23,10,13,262,19,242,1.27884614,1.40128886,"2018"
"3266","DAUPHIN COUNTY PRISON",1,303,221,35,82,36,46,1281,184,1289,1,1.08870968,"2018"
"3267","ERIE COUNTY DEPARTMENT OF CORRECTIONS",1,229,154,23,75,43,32,613,96,635,1,1.06363636,"2018"
"3268","FRANKLIN COUNTY JAIL",7,125,91,21,34,17,17,437,74,434,1.27884614,1.40128886,"2018"
"3269","LACKAWANNA COUNTY PRISON",1,216,171,29,45,16,29,968,104,864,1,1.06363636,"2018"
"3270","LANCASTER COUNTY PRISON",1,267,234,39,33,21,12,890,136,860,1,1.08870968,"2018"
"3271","LAWRENCE COUNTY CORRECTIONS",7,71,55,10,16,8,8,200,30,208,1.27884614,1.40128886,"2018"
"3272","LEBANON COUNTY PRISON BOARD",7,132,80,8,52,41,11,485,86,541,1.27884614,1.40128886,"2018"
"3273","LEHIGH COUNTY DEPARTMENT OF CORRECTIONS",1,175,123,31,52,22,30,1083,162,1149,1,1.08870968,"2018"
"3274","LUZERNE COUNTY DIVISION OF CORRECTIONS",1,275,235,20,40,35,5,692,93,640,1,1.06363636,"2018"
"3275","MERCER COUNTY PRISON",2,91,70,25,21,8,13,285,39,275,2.71428561,2.79653669,"2018"
"3276","MONROE COUNTY CORRECTIONAL FACILITY",2,153,118,30,35,14,21,385,61,371,2.71428561,2.79653669,"2018"
"3277","MONTGOMERY COUNTY CORRECTIONAL FACILITY",1,361,247,46,114,31,83,1839,414,1998,1,1.08870968,"2018"
"3278","NORTHAMPTON COUNTY DEPARTMENT OF CORRECTIONS",1,244,190,32,54,19,35,642,110,708,1,1.06363636,"2018"
"3279","PIKE COUNTY CORRECTIONAL FACILITY",7,119,82,19,37,16,21,302,31,300,1.27884614,1.40128886,"2018"
"3280","POTTER COUNTY JAIL",9,19,18,0,1,1,0,48,0,39,9,9.77586207,"2018"
"3281","TIOGA COUNTY PRISON",8,42,31,9,11,7,4,59,13,67,4.90361452,5.51656634,"2018"
"3282","VENANGO COUNTY BOARD OF INSPECTORS",3,49,40,16,9,2,7,194,38,162,4.69999981,6.26666641,"2018"
"3283","WASHINGTON COUNTY CORRECTIONAL FACILITY",2,85,63,13,22,12,10,373,77,407,2.71428561,2.79653669,"2018"
"3284","WESTMORELAND COUNTY PRISON",1,189,152,26,37,15,22,631,116,658,1,1.06363636,"2018"
"3285","YORK COUNTY PRISON",1,562,510,110,52,20,32,2097,246,2093,1,1.08870968,"2018"
"3286","PHILADELPHIA DEPARTMENT OF PRISONS",1,2238,1991,912,247,134,113,4936,545,6158,1,1.08870968,"2018"
"3287","GEORGE W. HILL CORRECTIONAL FACILITY",1,448,279,123,169,68,101,1791,282,1774,1,1.08870968,"2018"
"3288","BEAUFORT COUNTY DETENTION CENTER",3,76,72,28,4,4,0,173,39,197,4.69999981,6.26666641,"2018"
"3289","HILL-FINKLEA DETENTION CENTER",2,94,68,34,26,12,14,406,76,437,2.71428561,2.79653669,"2018"
"3290","CHARLESTON COUNTY SHERIFFS OFFICE",1,348,230,101,118,75,43,1175,113,1159,1,1.08870968,"2018"
"3291","DILLON COUNTY DETENTION CENTER",8,18,15,2,3,1,2,176,10,176,4.90361452,5.51656634,"2018"
"3292","DORCHESTER COUNTY SHERIFFS OFFICE",8,94,73,32,21,13,8,241,25,231,4.90361452,5.51656634,"2018"
"3293","GREENVILLE COUNTY DETENTION CENTER",1,369,270,122,99,64,35,1742,208,1267,1,1.08870968,"2018"
"3294","HORRY COUNTY SHERIFFS OFFICE",7,249,192,68,57,32,25,823,120,773,1.27884614,1.40128886,"2018"
"3295","LAURENS COUNTY DETENTION CENTER",7,49,41,19,8,5,3,261,38,249,1.27884614,1.40128886,"2018"
"3296","NEWBERRY COUNTY DETENTION CENTER",4,29,26,13,3,1,2,83,11,74,9,9,"2018"
"3297","OCONEE COUNTY SHERIFFS OFFICE",8,43,41,20,2,1,1,158,29,155,4.90361452,5.51656634,"2018"
"3298","PICKENS COUNTY PRISON",7,14,14,4,0,0,0,70,0,66,1.27884614,1.40128886,"2018"
"3299","PICKENS COUNTY SHERIFFS OFFICE",7,28,26,11,2,1,1,208,47,199,1.27884614,1.40128886,"2018"
"3300","ALVIN S. GLENN DETENTION CENTER",1,213,183,103,30,17,13,983,80,850,1,1.08870968,"2018"
"3301","SPARTANBURG COUNTY DETENTION FACILITY",1,202,156,42,46,42,4,1083,126,773,1,1.06363636,"2018"
"3302","ORANGEBURG COUNTY DETENTION CENTER",12,62,57,40,5,5,0,255,30,272,1,1.10526316,"2018"
"3303","SUMTER-LEE REGIONAL DETENTION CENTER",12,63,60,38,3,1,2,220,25,229,1,1.1,"2018"
"3304","BROWN COUNTY SHERIFFS OFFICE",10,40,26,9,14,11,3,57,13,65,14.89999962,16.58679203,"2018"
"3305","LAWRENCE COUNTY SHERIFFS OFFICE",10,11,9,4,2,2,0,38,10,43,14.89999962,16.58679203,"2018"
"3306","MINNEHAHA COUNTY SHERIFFS OFFICE",1,40,30,10,10,2,8,564,86,436,1,1.06363636,"2018"
"3307","PENNINGTON COUNTY JAIL",7,150,92,16,58,42,16,730,160,644,1.27884614,1.40128886,"2018"
"3308","ROBERTS COUNTY SHERIFFS OFFICE",5,41,20,7,21,13,8,40,20,60,7.41666651,8.89999981,"2018"
"3309","ANDERSON COUNTY SHERIFFS DEPARTMENT",7,79,78,23,1,1,0,261,68,352,1.27884614,1.40128886,"2018"
"3310","BEDFORD COUNTY SHERIFFS DEPARTMENT",8,43,37,13,6,4,2,130,39,158,4.90361452,5.51656634,"2018"
"3311","BENTON COUNTY SHERIFFS OFFICE",9,33,24,8,9,2,7,113,18,79,9,9.77586207,"2018"
"3312","BLOUNT COUNTY SHERIFFS OFFICE",7,84,74,14,10,8,2,601,120,580,1.27884614,1.40128886,"2018"
"3313","CARROLL COUNTY SHERIFFS OFFICE",8,45,33,10,12,6,6,132,44,141,4.90361452,5.51656634,"2018"
"3314","CLAIBORNE COUNTY SHERIFFS OFFICE",7,53,53,26,0,0,0,202,47,197,1.27884614,1.40128886,"2018"
"3315","COFFEE COUNTY SHERIFFS DEPARTMENT",7,64,53,12,11,4,7,458,105,442,1.27884614,1.40128886,"2018"
"3316","CUMBERLAND COUNTY SHERIFFS OFFICE",8,52,45,17,7,4,3,218,60,220,4.90361452,5.51656634,"2018"
"3317","DECATUR COUNTY SHERIFFS OFFICE",10,18,16,6,2,0,2,56,15,57,14.89999962,16.58679203,"2018"
"3318","DICKSON COUNTY SHERIFFS OFFICE",7,70,56,16,14,7,7,312,61,286,1.27884614,1.40128886,"2018"
"3319","FAYETTE COUNTY SHERIFFS OFFICE",8,20,18,9,2,0,2,173,30,183,4.90361452,5.51656634,"2018"
"3320","GRAINGER COUNTY SHERIFFS DEPARTMENT",9,23,21,8,2,1,1,107,29,108,9,9.77586207,"2018"
"3321","GREENE COUNTY JAIL",7,86,75,32,11,4,7,455,121,446,1.27884614,1.40128886,"2018"
"3322","HAMBLEN COUNTY SHERIFFS DEPARTMENT",7,55,55,16,0,0,0,475,126,414,1.27884614,1.40128886,"2018"
"3323","SILVERDALE CORRECTIONAL FACILITY - CORECIVIC",1,142,119,72,23,13,10,1002,286,1037,1,1.08870968,"2018"
"3324","HAMILTON COUNTY SHERIFFS OFFICE",1,153,109,14,44,29,15,552,16,546,1,1.08870968,"2018"
"3325","HAWKINS COUNTY SHERIFFS OFFICE",7,46,46,20,0,0,0,280,60,247,1.27884614,1.40128886,"2018"
"3326","HICKMAN COUNTY SHERIFFS DEPARTMENT",8,18,18,12,0,0,0,100,22,102,4.90361452,5.51656634,"2018"
"3327","JEFFERSON COUNTY SHERIFFS OFFICE",7,50,50,15,0,0,0,294,73,298,1.27884614,1.40128886,"2018"
"3328","KNOX COUNTY SHERIFFS OFFICE",1,452,358,77,94,66,28,1481,336,1464,1,1.08870968,"2018"
"3329","LAUDERDALE COUNTY SHERIFFS DEPARTMENT",8,0,0,0,0,0,0,150,22,122,4.90361452,5.51656634,"2018"
"3330","LAWRENCE COUNTY SHERIFFS DEPARTMENT",7,41,38,10,3,3,0,322,70,294,1.27884614,1.40128886,"2018"
"3331","LOUDON COUNTY SHERIFFS OFFICE",8,27,27,6,0,0,0,117,55,188,4.90361452,5.51656634,"2018"
"3332","MCMINN COUNTY SHERIFFS OFFICE",7,42,40,13,2,0,2,339,108,338,1.27884614,1.40128886,"2018"
"3333","MAURY COUNTY SHERIFFS DEPARTMENT",7,53,49,21,4,3,1,359,79,377,1.27884614,1.40128886,"2018"
"3334","MONROE COUNTY SHERIFFS DEPARTMENT",8,38,19,7,19,9,10,232,64,239,4.90361452,5.51656634,"2018"
"3335","MONTGOMERY COUNTY SHERIFFS OFFICE",1,225,185,55,40,30,10,454,105,490,1,1.06363636,"2018"
"3336","PUTNAM COUNTY SHERIFFS DEPARTMENT",7,52,52,13,0,0,0,350,91,370,1.27884614,1.40128886,"2018"
"3337","ROBERTSON COUNTY SHERIFFS OFFICE",7,91,80,26,11,7,4,537,83,511,1.27884614,1.40128886,"2018"
"3338","RUTHERFORD COUNTY SHERIFFS OFFICE",1,143,107,28,36,10,26,795,142,777,1,1.06363636,"2018"
"3339","RUTHERFORD COUNTY CORRECTIONAL WORK CENTER",1,47,36,10,11,5,6,147,30,153,1,1.06363636,"2018"
"3340","SCOTT COUNTY SHERIFFS DEPARTMENT",8,25,23,9,2,1,1,137,25,134,4.90361452,5.51656634,"2018"
"3341","SHELBY COUNTY GOVERNMENT DIVISION OF CORRECTIONS",1,517,383,199,134,79,55,2014,187,1947,1,1.08870968,"2018"
"3342","SHELBY COUNTY SHERIFFS OFFICE",1,1068,720,399,348,240,108,2745,257,2643,1,1.08870968,"2018"
