"","NAME","STRATUM","OTHERSTAFF","TOTALSTAFF","ADPF","ADP","DESIGNWT","FINALWT","year"
"4277","HAYS COUNTY SHERIFF'S OFFICE",2,17,118,70,344,2.71428561,2.88392846,"2017"
"4278","HENDERSON COUNTY SHERIFFS OFFICE",2,9,99,70,380,2.71428561,2.88392846,"2017"
"4279","HIDALGO COUNTY SHERIFF'S OFFICE",1,59,384,108,1086,1,1.07142857,"2017"
"4280","JACKSON COUNTY SHERIFFS OFFICE",9,1,18,9,59,9,9.61016949,"2017"
"4281","JEFFERSON COUNTY SHERIFFS OFFICE",1,43,255,108,763,1,1.12380952,"2017"
"4282","JEFFERSON COUNTY DOWNTOWN DETENTION CENTER - LASALLE CORRECTIONS",1,5,48,19,234,1,1.12380952,"2017"
"4283","JOHNSON COUNTY SHERIFFS OFFICE",1,55,228,119,851,1,1.12380952,"2017"
"4284","KENDALL COUNTY SHERIFFS OFFICE",9,3,22,7,56,9,9.61016949,"2017"
"4285","KERR COUNTY SHERIFFS OFFICE",8,7,42,39,190,4.90361452,5.22622074,"2017"
"4286","KLEBERG COUNTY SHERIFFS OFFICE",8,2,42,20,96,4.90361452,5.22622074,"2017"
"4287","LLANO COUNTY SHERIFFS OFFICE",9,0,12,13,62,9,9.61016949,"2017"
"4288","LUBBOCK COUNTY DETENTION CENTER",1,59,341,191,1123,1,1.07142857,"2017"
"4289","MCLENNAN COUNTY SHERIFFS OFFICE",1,42,110,100,900,1,1.07142857,"2017"
"4290","JACK HARWELL DETENTION CENTER - LASALLE",1,30,141,149,674,1,1.07142857,"2017"
"4291","MATAGORDA COUNTY SHERIFFS OFFICE",8,2,28,15,116,4.90361452,5.22622074,"2017"
"4292","MIDLAND COUNTY SHERIFF'S OFFICE",7,39,110,70,471,1.27884614,1.35795003,"2017"
"4293","MONTAGUE COUNTY SHERIFFS OFFICE",9,1,21,9,56,9,9.61016949,"2017"
"4294","MONTGOMERY COUNTY SHERIFFS OFFICE",1,73,283,159,959,1,1.07142857,"2017"
"4295","OLDHAM COUNTY SHERIFFS OFFICE",10,0,11,1,6,14.89999962,17.63673424,"2017"
"4296","PANOLA COUNTY SHERIFFS OFFICE",9,4,27,10,51,9,9.61016949,"2017"
"4297","IAH SECURE ADULT DETENTION FACILITY - MTC",1,22,91,0,781,1,1.12380952,"2017"
"4298","POLK COUNTY SHERIFFS OFFICE",1,10,46,42,199,1,1.12380952,"2017"
"4299","POTTER COUNTY SHERIFFS OFFICE",7,36,128,86,504,1.27884614,1.35795003,"2017"
"4300","ROCKWALL COUNTY SHERIFFS OFFICE",8,6,48,50,226,4.90361452,5.22622074,"2017"
"4301","SMITH COUNTY SHERIFF'S OFFICE",1,35,250,138,715,1,1.12380952,"2017"
"4302","STEPHENS COUNTY SHERIFFS OFFICE",9,2,13,2,28,9,9.61016949,"2017"
"4303","SWISHER COUNTY SHERIFFS OFFICE",10,1,8,4,13,14.89999962,17.63673424,"2017"
"4304","TARRANT COUNTY SHERIFFS DEPARTMENT",1,264,931,519,3457,1,1.07142857,"2017"
"4305","TOM GREEN COUNTY SHERIFFS OFFICE",7,5,109,84,444,1.27884614,1.35795003,"2017"
"4306","TRAVIS COUNTY SHERIFF'S OFFICE",1,202,938,304,2502,1,1.07142857,"2017"
"4307","VICTORIA COUNTY SHERIFFS OFFICE",7,5,97,67,396,1.27884614,1.35795003,"2017"
"4308","WALLER COUNTY SHERIFF'S OFFICE",9,6,34,8,100,9,9.61016949,"2017"
"4309","WARD COUNTY SHERIFFS OFFICE",9,3,16,7,47,9,9.61016949,"2017"
"4310","WILLIAMSON COUNTY SHERIFFS OFFICE",7,64,351,104,660,1.27884614,1.35795003,"2017"
"4311","WISE COUNTY SHERIFFS OFFICE",3,13,43,37,196,4.69999981,4.94736822,"2017"
"4312","WOOD COUNTY SHERIFFS OFFICE",8,4,14,29,136,4.90361452,5.22622074,"2017"
"4313","DALLAM-HARTLEY COUNTY JAIL",12,9,22,5,33,1,1,"2017"
"4314","BOWIE COUNTY SHERIFFS OFFICE",7,39,193,92,828,1.27884614,1.35795003,"2017"
"4315","FANNIN COUNTY JAIL",7,37,118,96,406,1.27884614,1.35795003,"2017"
"4316","LIBERTY COUNTY JAIL -  GEO GROUP",7,7,67,43,236,1.27884614,1.35795003,"2017"
"4317","GEO-VAL VERDE CORRECTIONAL FACILITY",1,76,295,78,1125,1,1.07142857,"2017"
"4318","BEAVER COUNTY SHERIFFS OFFICE",7,9,26,5,369,1.27884614,1.35795003,"2017"
"4319","DAVIS COUNTY SHERIFFS OFFICE",7,68,183,126,669,1.27884614,1.35795003,"2017"
"4320","SALT LAKE COUNTY SHERIFFS OFFICE",1,286,823,419,2209,1,1.07142857,"2017"
"4321","SANPETE COUNTY SHERIFFS OFFICE",9,3,27,8,114,9,9.61016949,"2017"
"4322","UINTAH COUNTY SHERIFFS OFFICE",8,4,40,26,195,4.90361452,5.22622074,"2017"
"4323","UTAH COUNTY SHERIFFS OFFICE",1,70,228,279,861,1,1.12380952,"2017"
"4324","WEBER COUNTY SHERIFFS OFFICE",1,52,243,194,993,1,1.12380952,"2017"
"4325","ARLINGTON COUNTY SHERIFFS OFFICE",7,32,164,62,509,1.27884614,1.35795003,"2017"
"4326","CHESTERFIELD COUNTY SHERIFFS OFFICE",7,25,115,30,270,1.27884614,1.35795003,"2017"
"4327","CULPEPER COUNTY SHERIFFS OFFICE",9,10,33,15,77,9,9.61016949,"2017"
"4328","FAIRFAX COUNTY SHERIFFS OFFICE",1,83,598,175,1028,1,1.07142857,"2017"
"4329","FAUQUIER COUNTY SHERIFFS OFFICE",8,7,35,20,80,4.90361452,5.22622074,"2017"
"4330","HENRICO COUNTY SHERIFF'S OFFICE",1,81,371,266,1337,1,1.07142857,"2017"
"4331","HENRY COUNTY SHERIFFS OFFICE",8,6,34,24,172,4.90361452,5.22622074,"2017"
"4332","ROCKINGHAM COUNTY SHERIFF'S OFFICE",7,10,84,47,322,1.27884614,1.35795003,"2017"
"4333","CHESAPEAKE CITY JAIL",1,117,414,162,1052,1,1.07142857,"2017"
"4334","DANVILLE SHERIFFS OFFICE",7,8,58,75,235,1.27884614,1.35795003,"2017"
"4335","DANVILLE ADULT DETENTION CENTER",7,2,45,0,147,1.27884614,1.35795003,"2017"
"4336","HAMPTON SHERIFFS OFFICE",7,36,159,39,339,1.27884614,1.35795003,"2017"
"4337","NORFOLK SHERIFF'S OFFICE",1,152,454,47,1113,1,1.07142857,"2017"
"4338","PORTSMOUTH SHERIFFS OFFICE",7,14,85,5,223,1.27884614,1.35795003,"2017"
"4339","RICHMOND CITY SHERIFFS OFFICE",1,85,376,189,996,1,1.07142857,"2017"
"4340","ROANOKE CITY SHERIFFS OFFICE",1,120,220,114,591,1,1.12380952,"2017"
"4341","VIRGINIA BEACH SHERIFFS OFFICE",1,233,542,183,1427,1,1.07142857,"2017"
"4342","ALBEMARLE CHARLOTTESVILLE REGIONAL JAIL",12,66,161,62,441,1,1.1,"2017"
"4343","ALLEGHANY REGIONAL JAIL",12,12,34,26,96,1,1.05,"2017"
"4344","MEHERRIN RIVER REGIONAL JAIL",12,15,112,55,354,1,1.1,"2017"
"4345","NORTHWESTERN REGIONAL ADULT DETENTION CENTER",12,50,190,155,645,1,1,"2017"
"4346","BLUE RIDGE REGIONAL JAIL AUTHORITY",12,81,385,165,1060,1,1,"2017"
"4347","NORTHAMPTON COUNTY SHERIFF'S OFFICE",12,9,49,5,92,1,1,"2017"
"4348","CENTRAL VIRGINIA REGIONAL JAIL AUTHORITY",12,20,139,71,393,1,1.1,"2017"
"4349","PIEDMONT REGIONAL JAIL AUTHORITY",12,9,135,108,612,1,1,"2017"
"4350","PRINCE WILLIAM - MANASSAS REGIONAL ADULT DETENTION CENTER",12,67,341,110,965,1,1,"2017"
"4351","NEW RIVER VALLEY REGIONAL JAIL",12,47,252,142,852,1,1,"2017"
"4352","NORTHERN NECK REGIONAL JAIL",12,21,81,54,415,1,1.1,"2017"
"4353","WESTERN VIRGINIA REGIONAL JAIL",12,30,199,224,868,1,1,"2017"
"4354","ROCKBRIDGE REGIONAL JAIL",12,16,39,29,125,1,1.05,"2017"
"4355","RAPPAHANNOCK SHENANDOAH WARREN REGIONAL JAIL",12,21,103,70,282,1,1.1,"2017"
"4356","SOUTHWEST VIRGINIA REGIONAL JAIL AUTHORITY",12,70,439,417,1949,1,1,"2017"
"4357","RAPPAHANNOCK REGIONAL JAIL AUTHORITY",12,101,309,279,1428,1,1,"2017"
"4358","RIVERSIDE REGIONAL JAIL AUTHORITY",12,63,447,296,1645,1,1,"2017"
"4359","HAMPTON ROADS REGIONAL JAIL",12,12,251,318,1114,1,1,"2017"
"4360","MIDDLE RIVER REGIONAL JAIL",12,26,160,156,830,1,1,"2017"
"4361","WESTERN TIDEWATER REGIONAL JAIL",12,35,178,78,702,1,1,"2017"
"4362","VIRGINIA PENINSULA REGIONAL JAIL AUTHORITY",12,16,108,98,488,1,1.1,"2017"
"4363","SOUTHSIDE REGIONAL JAIL AUTHORITY",12,7,48,21,126,1,1.05,"2017"
"4364","ADAMS COUNTY SHERIFFS OFFICE",10,1,7,3,22,14.89999962,17.63673424,"2017"
"4365","BENTON COUNTY SHERIFFS OFFICE",7,18,115,93,587,1.27884614,1.35795003,"2017"
"4366","CLARK COUNTY SHERIFFS OFFICE",7,0,0,133,751,1.27884614,1.35795003,"2017"
"4367","COWLITZ COUNTY CORRECTIONS DEPARTMENT",7,20,66,78,299,1.27884614,1.35795003,"2017"
"4368","FRANKLIN COUNTY SHERIFFS OFFICE",8,11,49,34,191,4.90361452,5.22622074,"2017"
"4369","KING COUNTY DEPARTMENT OF ADULT AND JUVENILE DETENTION",1,117,682,225,2084,1,1.07142857,"2017"
"4370","KITSAP COUNTY SHERIFFS OFFICE",7,6,101,75,393,1.27884614,1.35795003,"2017"
"4371","PIERCE COUNTY SHERIFF'S DEPARTMENT",1,23,306,163,1167,1,1.07142857,"2017"
"4372","SKAGIT COUNTY SHERIFFS OFFICE",8,6,68,38,213,4.90361452,5.22622074,"2017"
"4373","SNOHOMISH COUNTY SHERIFFS OFFICE",1,157,392,151,907,1,1.07142857,"2017"
"4374","SPOKANE COUNTY DETENTION SERVICES",1,88,296,134,923,1,1.12380952,"2017"
"4375","THURSTON COUNTY SHERIFFS OFFICE",7,5,114,64,455,1.27884614,1.35795003,"2017"
"4376","WHITMAN COUNTY SHERIFFS OFFICE",10,1,15,5,33,14.89999962,17.63673424,"2017"
"4377","YAKIMA COUNTY DEPARTMENT OF CORRECTIONS",7,78,220,166,909,1.27884614,1.35795003,"2017"
"4378","CITY OF KENT CORRECTIONAL FACILITY",8,1,33,19,106,4.90361452,5.22622074,"2017"
"4379","SOUTH CORRECTIONAL ENTITY (SCORE)",7,31,155,122,567,1.27884614,1.35795003,"2017"
"4380","PUYALLUP POLICE DEPARTMENT",9,0,12,6,46,9,9.61016949,"2017"
"4381","YAKIMA POLICE DEPARTMENT",9,0,14,0,49,9,9.61016949,"2017"
"4382","CHELAN COUNTY REGIONAL JUSTICE CENTER",12,11,71,48,254,1,1.05,"2017"
"4383","EASTERN REGIONAL JAIL - WEST VIRGINIA REGIONAL JAIL AND CORRECTIONAL FACILITY AUTHORITY",12,17,76,77,475,1,1.1,"2017"
"4384","CENTRAL REGIONAL JAIL - WEST VIRGINIA REGIONAL JAIL AND CORRECTIONAL FACILITY AUTHORITY",12,19,86,64,310,1,1.1,"2017"
"4385","WESTERN REGIONAL JAIL - WEST VIRGINIA REGIONAL JAIL AND CORRECTIONAL FACILITY AUTHORITY",12,16,100,103,611,1,1,"2017"
"4386","NORTH CENTRAL REGIONAL JAIL - WEST VIRGINIA REGIONAL JAIL AND CORRECTIONAL FACILITY AUTHORITY",12,21,59,123,658,1,1,"2017"
"4387","POTOMAC HIGHLANDS REGIONAL JAIL - WEST VIRGINIA REGIONAL JAIL AND CORRECTIONAL FACILITY AUTHORITY",12,16,60,37,295,1,1.1,"2017"
"4388","SOUTH CENTRAL REGIONAL JAIL - WEST VIRGINIA REGIONAL JAIL AND CORRECTIONAL FACILITY AUTHORITY",12,21,81,75,532,1,1.1,"2017"
"4389","SOUTHWESTERN REGIONAL JAIL - WEST VIRGINIA REGIONAL JAIL AND CORRECTIONAL FACILITY AUTHORITY",12,18,106,74,444,1,1.1,"2017"
"4390","NORTHERN REGIONAL JAIL AND CORRECTION FACILITY - WEST VIRGINIA REGIONAL JAIL AND CORRECTIONAL FACILI",12,14,76,47,307,1,1.1,"2017"
"4391","SOUTHERN REGIONAL JAIL - WEST VIRGINIA REGIONAL JAIL AND CORRECTIONAL FACILITY AUTHORITY",12,22,105,108,555,1,1,"2017"
"4392","TYGART VALLEY REGIONAL JAIL - WEST VIRGINIA REGIONAL JAIL AND CORRECTIONAL FACILITY AUTHORITY",12,18,69,217,500,1,1,"2017"
"4393","BROWN COUNTY SHERIFFS OFFICE",1,20,157,79,566,1,1.12380952,"2017"
"4394","BURNETT COUNTY SHERIFFS OFFICE",9,1,16,7,22,9,9.61016949,"2017"
"4395","CLARK COUNTY SHERIFF'S OFFICE",9,1,20,8,59,9,9.61016949,"2017"
"4396","DANE COUNTY SHERIFF'S OFFICE",1,72,270,111,738,1,1.12380952,"2017"
"4397","DOOR COUNTY SHERIFFS OFFICE",9,2,26,10,69,9,9.61016949,"2017"
"4398","FOND DU LAC COUNTY SHERIFFS OFFICE",7,17,72,50,260,1.27884614,1.35795003,"2017"
"4399","GREEN LAKE COUNTY SHERIFFS OFFICE",5,2,24,12,56,7.41666651,8.09090892,"2017"
"4400","JEFFERSON COUNTY SHERIFFS OFFICE",8,8,45,30,163,4.90361452,5.22622074,"2017"
"4401","KENOSHA COUNTY SHERIFFS DEPARTMENT",1,56,234,81,765,1,1.12380952,"2017"
"4402","MANITOWOC COUNTY SHERIFF'S OFFICE",4,13,53,41,201,9,9,"2017"
"4403","MILWAUKEE COUNTY HOUSE OF CORRECTION",1,93,335,163,1340,1,1.07142857,"2017"
"4404","MILWAUKEE COUNTY SHERIFF'S OFFICE",1,51,281,103,931,1,1.07142857,"2017"
"4405","MONROE COUNTY SHERIFF'S OFFICE",9,2,26,22,109,9,9.61016949,"2017"
"4406","OUTAGAMIE COUNTY SHERIFFS DEPARTMENT",7,16,87,83,346,1.27884614,1.35795003,"2017"
"4407","ROCK COUNTY SHERIFFS OFFICE",1,31,88,69,457,1,1.12380952,"2017"
"4408","WASHINGTON COUNTY SHERIFF'S OFFICE",3,12,70,46,220,4.69999981,4.94736822,"2017"
"4409","WAUKESHA COUNTY SHERIFF DEPARTMENT",1,34,148,99,543,1,1.12380952,"2017"
"4410","WAUPACA COUNTY SHERIFF'S OFFICE",8,4,52,35,215,4.90361452,5.22622074,"2017"
"4411","WINNEBAGO COUNTY SHERIFFS OFFICE",7,25,96,55,326,1.27884614,1.35795003,"2017"
"4412","WOOD COUNTY SHERIFFS DEPARTMENT",8,5,13,16,91,4.90361452,5.22622074,"2017"
"4413","HOT SPRINGS COUNTY SHERIFF'S OFFICE",10,0,6,3,15,14.89999962,17.63673424,"2017"
"4414","NATRONA COUNTY SHERIFFS OFFICE",7,5,17,50,267,1.27884614,1.35795003,"2017"
"4415","UINTA COUNTY SHERIFF'S OFFICE",9,3,13,14,43,9,9.61016949,"2017"
"4416","BALDWIN COUNTY SHERIFFS OFFICE",1,13,121,93,546,1,1.06363636,"2018"
"4417","BIBB COUNTY SHERIFFS DEPARTMENT",9,0,15,15,83,9,9.77586207,"2018"
"4418","CLEBURNE COUNTY SHERIFFS OFFICE",9,1,15,10,67,9,9.77586207,"2018"
"4419","CULLMAN COUNTY SHERIFFS OFFICE",7,9,43,68,348,1.27884614,1.40128886,"2018"
"4420","ETOWAH COUNTY SHERIFFS OFFICE",1,10,98,134,938,1,1.06363636,"2018"
"4421","FAYETTE COUNTY SHERIFFS OFFICE",9,0,12,14,64,9,9.77586207,"2018"
"4422","HOUSTON COUNTY SHERIFFS OFFICE",7,16,76,50,298,1.27884614,1.40128886,"2018"
"4423","JEFFERSON COUNTY SHERIFFS OFFICE",1,21,176,146,1218,1,1.08870968,"2018"
"4424","LAWRENCE COUNTY SHERIFFS OFFICE",8,0,12,30,155,4.90361452,5.51656634,"2018"
"4425","LEE COUNTY SHERIFFS OFFICE",7,13,69,57,404,1.27884614,1.40128886,"2018"
"4426","LOWNDES COUNTY SHERIFFS OFFICE",9,2,15,3,21,9,9.77586207,"2018"
"4427","MADISON COUNTY SHERIFFS OFFICE",1,16,71,89,911,1,1.06363636,"2018"
"4428","MONTGOMERY COUNTY SHERIFFS OFFICE",7,25,167,87,622,1.27884614,1.40128886,"2018"
"4429","MORGAN COUNTY SHERIFFS OFFICE",7,20,130,110,550,1.27884614,1.40128886,"2018"
"4430","RUSSELL COUNTY SHERIFFS DEPARTMENT",2,11,59,41,269,2.71428561,2.79653669,"2018"
"4431","SHELBY COUNTY SHERIFFS OFFICE",2,3,73,92,511,2.71428561,2.79653669,"2018"
"4432","TALLADEGA COUNTY SHERIFFS OFFICE/JAIL",7,10,55,50,265,1.27884614,1.40128886,"2018"
"4433","TUSCALOOSA COUNTY SHERIFFS OFFICE",1,2,77,68,578,1,1.06363636,"2018"
"4434","WASHINGTON COUNTY SHERIFFS OFFICE",7,7,20,10,40,1.27884614,1.40128886,"2018"
"4435","CITY OF FOLEY POLICE DEPARTMENT",9,0,13,5,35,9,9.77586207,"2018"
"4436","PIEDMONT POLICE DEPARTMENT",10,19,20,2,7,14.89999962,16.58679203,"2018"
"4437","CITY OF ADAMSVILLE JAIL",10,0,10,1,2,14.89999962,16.58679203,"2018"
"4438","GUNTERSVILLE POLICE DEPARTMENT",10,1,5,3,17,14.89999962,16.58679203,"2018"
"4439","CREOLA POLICE DEPARTMENT",1,4,10,1,3,1,1.33333333,"2018"
"4440","MONTGOMERY MUNICIPAL JAIL",7,3,43,23,153,1.27884614,1.40128886,"2018"
"4441","COCONINO COUNTY SHERIFFS OFFICE",7,68,156,80,476,1.27884614,1.40128886,"2018"
"4442","MARICOPA COUNTY SHERIFFS OFFICE",1,0,0,1166,7532,1,1.08870968,"2018"
"4443","MOHAVE COUNTY SHERIFFS OFFICE",1,25,125,124,546,1,1.06363636,"2018"
"4444","NAVAJO COUNTY SHERIFFS OFFICE",7,33,69,59,269,1.27884614,1.40128886,"2018"
"4445","PIMA COUNTY SHERIFFS DEPARTMENT",1,144,577,290,1849,1,1.08870968,"2018"
"4446","PINAL COUNTY SHERIFFS OFFICE",1,49,241,87,496,1,1.08870968,"2018"
"4447","YAVAPAI COUNTY SHERIFFS OFFICE",7,45,176,122,561,1.27884614,1.40128886,"2018"
"4448","YUMA COUNTY SHERIFFS OFFICE",1,36,167,72,453,1,1.06363636,"2018"
"4449","BENTON COUNTY SHERIFFS OFFICE",7,6,82,103,538,1.27884614,1.40128886,"2018"
"4450","DREW COUNTY DETENTION FACILITY",10,1,15,4,27,14.89999962,16.58679203,"2018"
"4451","SHERIDAN POLICE DEPARTMENT",9,3,14,16,62,9,9.77586207,"2018"
"4452","SEBASTIAN COUNTY SHERIFFS OFFICE",7,21,85,96,423,1.27884614,1.40128886,"2018"
"4453","WASHINGTON COUNTY SHERIFFS OFFICE",1,27,198,119,635,1,1.06363636,"2018"
"4454","WHITE COUNTY SHERIFFS OFFICE",7,0,27,30,250,1.27884614,1.40128886,"2018"
"4455","PULASKI COUNTY SHERIFFS OFFICE",12,89,343,150,1068,1,1,"2018"
"4456","ALAMEDA COUNTY SHERIFFS OFFICE",1,235,666,230,2548,1,1,"2018"
"4457","AMADOR COUNTY SHERIFFS OFFICE",1,4,25,16,91,1,1,"2018"
"4458","BUTTE COUNTY SHERIFFS OFFICE",1,41,128,80,560,1,1.28571429,"2018"
"4459","CALAVERAS COUNTY SHERIFFS OFFICE",1,5,15,18,100,1,1,"2018"
"4460","COLUSA COUNTY SHERIFFS OFFICE",1,2,17,15,82,1,1,"2018"
"4461","CONTRA COSTA COUNTY SHERIFFS OFFICE",1,132,438,179,1455,1,1,"2018"
"4462","DEL NORTE COUNTY SHERIFFS OFFICE",1,9,19,18,101,1,1,"2018"
"4463","EL DORADO COUNTY SHERIFFS OFFICE",1,29,125,67,396,1,1,"2018"
"4464","FRESNO COUNTY SHERIFF CORONERS OFFICE",1,42,532,342,3029,1,1,"2018"
"4465","GLENN COUNTY SHERIFFS OFFICE",1,3,18,22,107,1,1.125,"2018"
"4466","HUMBOLDT COUNTY SHERIFFS OFFICE",1,12,98,56,397,1,1,"2018"
"4467","INYO COUNTY SHERIFFS OFFICE",1,8,23,9,56,1,1,"2018"
"4468","KERN COUNTY SHERIFFS OFFICE",1,139,469,263,2015,1,1,"2018"
"4469","KINGS COUNTY SHERIFFS OFFICE",1,94,214,86,562,1,1.28571429,"2018"
"4470","LAKE COUNTY SHERIFFS OFFICE",1,5,52,56,307,1,1,"2018"
"4471","LASSEN COUNTY ADULT DETENTION FACILITY",1,10,45,19,116,1,1.125,"2018"
"4472","LOS ANGELES COUNTY SHERIFFS DEPARTMENT",1,0,0,2259,17114,1,1,"2018"
"4473","MADERA COUNTY DEPARTMENT OF CORRECTIONS",1,19,93,49,450,1,1.28571429,"2018"
"4474","MARIN COUNTY SHERIFFS OFFICE",1,25,100,54,321,1,1,"2018"
"4475","MARIPOSA COUNTY SHERIFFS OFFICE",1,7,26,10,45,1,1,"2018"
"4476","MENDOCINO COUNTY SHERIFFS OFFICE",1,19,64,44,305,1,1.125,"2018"
"4477","MERCED COUNTY SHERIFFS OFFICE",1,15,98,96,806,1,1.28571429,"2018"
"4478","MODOC COUNTY SHERIFFS OFFICE",1,0,8,5,35,1,1.125,"2018"
"4479","MONO COUNTY SHERIFFS OFFICE",1,0,15,3,32,1,1.125,"2018"
"4480","MONTEREY COUNTY SHERIFFS OFFICE",1,45,167,126,876,1,1,"2018"
"4481","NEVADA COUNTY SHERIFFS OFFICE",1,12,83,41,224,1,1.125,"2018"
"4482","ORANGE COUNTY SHERIFFS DEPARTMENT",1,760,1574,789,6113,1,1,"2018"
"4483","PLUMAS COUNTY SHERIFFS CORRECTIONAL FACILITY",1,1,20,9,43,1,1.125,"2018"
"4484","RIVERSIDE COUNTY SHERIFFS DEPARTMENT",1,521,1677,393,3572,1,1,"2018"
"4485","SACRAMENTO COUNTY SHERIFFS DEPARTMENT - MAIN JAIL",1,172,449,221,1978,1,1,"2018"
"4486","SACRAMENTO COUNTY SHERIFFS OFFICE - RIO COSUMNES CORRECTIONAL CENTER (RCCC)",1,90,248,195,1643,1,1,"2018"
"4487","SAN BENITO COUNTY SHERIFFS OFFICE",1,3,26,21,131,1,1.125,"2018"
"4488","SAN BERNARDINO COUNTY SHERIFF-CORONER DEPARTMENT",1,707,1401,874,5632,1,1,"2018"
"4489","SAN DIEGO COUNTY SHERIFFS DEPARTMENT",1,157,1358,866,5617,1,1,"2018"
"4490","CORECIVIC COMMUNITY CORRECTIONS OCEANVIEW FACILITY",1,49,82,110,273,1,1,"2018"
"4491","SAN JOAQUIN COUNTY SHERIFFS OFFICE",1,11,76,185,1285,1,1,"2018"
"4492","SAN LUIS OBISPO COUNTY SHERIFFS OFFICE",1,34,182,87,553,1,1.28571429,"2018"
"4493","SAN MATEO COUNTY SHERIFFS OFFICE",1,88,322,120,996,1,1,"2018"
"4494","SANTA BARBARA COUNTY SHERIFFS OFFICE",1,95,270,96,1076,1,1,"2018"
"4495","SANTA CLARA COUNTY SHERIFFS OFFICE",1,172,946,431,3335,1,1,"2018"
"4496","SANTA CRUZ COUNTY SHERIFFS OFFICE",1,32,163,48,463,1,1.28571429,"2018"
"4497","SHASTA COUNTY SHERIFFS OFFICE",1,21,73,54,348,1,1,"2018"
"4498","SISKIYOU COUNTY SHERIFFS DEPARTMENT",1,13,43,13,98,1,1,"2018"
"4499","SOLANO COUNTY SHERIFFS OFFICE",1,38,270,111,856,1,1.28571429,"2018"
"4500","SONOMA COUNTY SHERIFFS OFFICE",1,85,265,170,1112,1,1,"2018"
"4501","STANISLAUS COUNTY SHERIFFS DEPARTMENT",1,102,840,152,1182,1,1,"2018"
"4502","SUTTER COUNTY SHERIFFS OFFICE",1,2,58,39,269,1,1,"2018"
"4503","TEHAMA COUNTY SHERIFFS OFFICE",1,10,37,40,202,1,1.125,"2018"
"4504","TRINITY COUNTY SHERIFFS OFFICE",1,0,15,10,59,1,1.125,"2018"
"4505","TULARE COUNTY SHERIFFS DEPARTMENT",1,40,158,228,1772,1,1,"2018"
"4506","TUOLUMNE COUNTY SHERIFFS OFFICE",1,9,48,33,148,1,1.125,"2018"
"4507","VENTURA COUNTY SHERIFFS OFFICE",1,100,485,223,1536,1,1,"2018"
"4508","YOLO COUNTY SHERIFFS OFFICE",1,36,127,42,364,1,1,"2018"
"4509","YUBA COUNTY SHERIFFS OFFICE",1,19,73,40,362,1,1,"2018"
"4510","GLENDALE  POLICE DEPARTMENT",1,2,11,2,13,1,1.125,"2018"
"4511","LONG BEACH POLICE DEPARTMENT",1,19,59,6,28,1,1.125,"2018"
"4512","SANTA ANA POLICE DEPARTMENT",1,10,28,30,377,1,1,"2018"
"4513","SEAL BEACH POLICE DEPARTMENT DETENTION CENTER",1,1,7,0,6,1,1.125,"2018"
"4514","SAN FRANCISCO SHERIFFS DEPARTMENT",1,535,1042,111,1261,1,1,"2018"
"4515","ALHAMBRA CITY JAIL",1,2,10,1,5,1,1.125,"2018"
"4516","MONTEBELLO POLICE DEPARTMENT CITY JAIL- GEO GROUP, INC.",1,1,4,1,5,1,1.125,"2018"
"4517","ADAMS COUNTY SHERIFFS OFFICE",1,100,285,153,1029,1,1.08870968,"2018"
"4518","ARAPAHOE COUNTY SHERIFFS OFFICE",1,38,167,150,1032,1,1.08870968,"2018"
"4519","BOULDER COUNTY SHERIFFS OFFICE",7,64,176,64,428,1.27884614,1.40128886,"2018"
"4520","CONEJOS COUNTY SHERIFFS OFFICE",10,4,18,5,46,14.89999962,16.58679203,"2018"
"4521","DOUGLAS COUNTY SHERIFFS OFFICE",7,79,184,67,334,1.27884614,1.40128886,"2018"
"4522","EL PASO COUNTY SHERIFFS OFFICE",1,112,397,316,1714,1,1.08870968,"2018"
"4523","COMCOR INC.",1,50,109,48,277,1,1.08870968,"2018"
"4524","GARFIELD COUNTY SHERIFFS OFFICE",9,13,60,16,113,9,9.77586207,"2018"
"4525","JEFFERSON COUNTY SHERIFFS OFFICE",1,60,335,239,1321,1,1.08870968,"2018"
"4526","LARIMER COUNTY SHERIFFS OFFICE",7,44,184,104,568,1.27884614,1.40128886,"2018"
"4527","MESA COUNTY SHERIFFS OFFICE",7,18,88,105,533,1.27884614,1.40128886,"2018"
"4528","RIO BLANCO COUNTY JAIL",10,0,11,2,13,14.89999962,16.58679203,"2018"
"4529","TELLER COUNTY SHERIFFS OFFICE",9,5,14,26,85,9,9.77586207,"2018"
"4530","WELD COUNTY SHERIFFS OFFICE",1,102,231,160,671,1,1.06363636,"2018"
"4531","DENVER SHERIFF DEPARTMENT",1,208,1034,325,2116,1,1.08870968,"2018"
"4532","D.C. DEPARTMENT OF CORRECTIONS",1,160,1176,153,2063,1,1.08870968,"2018"
"4533","ALACHUA COUNTY SHERIFFS OFFICE",1,79,322,147,866,1,1.08870968,"2018"
"4534","BAKER COUNTY SHERIFFS OFFICE",7,15,58,54,488,1.27884614,1.40128886,"2018"
"4535","BAY COUNTY JAIL FACILITY",1,104,224,226,1099,1,1.06363636,"2018"
"4536","BREVARD COUNTY SHERIFFS OFFICE JAIL COMPLEX",1,147,454,308,1647,1,1.08870968,"2018"
"4537","BROWARD SHERIFFS OFFICE",1,347,1578,380,3644,1,1.08870968,"2018"
